store_name,c1,c2,location,new_address,X,Y
로데오,오락,노래방,송파구,서울특별시 송파구 동남로4길 20,37.48837282,127.1245214
뮤직애빠지다노래연습장,오락,노래방,송파구,서울특별시 송파구 동남로4길 15,37.48890449,127.1245265
콘서트,오락,노래방,송파구,서울특별시 송파구 오금로36길 23,37.50155556,127.1245485
명품노래방,오락,노래방,송파구,서울특별시 송파구 동남로4길 30-1,37.48749954,127.124622
가족노래방,오락,노래방,강동구,서울특별시 강동구 천호옛길 70,37.53510351,127.1247561
소리질러노래연습장,오락,노래방,송파구,서울특별시 송파구 동남로4길 19,37.48851007,127.1248025
가경노래연습장,오락,노래방,송파구,서울특별시 송파구 위례성대로18길 30,37.50973032,127.1248376
끼,오락,노래방,송파구,서울특별시 송파구 동남로4길 27,37.48770894,127.1249136
뮤직노래방,오락,노래방,송파구,서울특별시 송파구 오금로36길 10,37.50262299,127.1251128
블루,오락,노래방,송파구,서울특별시 송파구 오금로36길 10,37.50262299,127.1251128
킹노래연습장,오락,노래방,강동구,서울특별시 강동구 풍성로 117,37.53207065,127.1252555
천궁노래방,오락,노래방,강동구,서울특별시 강동구 올림픽로76길 9,37.54193736,127.125276
가윤노래방,오락,노래방,송파구,서울특별시 송파구 송이로 159,37.49294718,127.1253275
OK노래방,오락,노래방,강동구,서울특별시 강동구 천호옛길 82,37.53591024,127.125403
테크노노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 698,37.54344317,127.1254168
행운,오락,노래방,송파구,서울특별시 송파구 중대로16길 3,37.49649873,127.1255122
씨네마노래방,오락,노래방,강동구,서울특별시 강동구 천호옛길 84,37.5362361,127.1256028
바다노래방,오락,노래방,송파구,서울특별시 송파구 양재대로71길 7,37.51033201,127.1257807
별밤지기노래방,오락,노래방,강동구,서울특별시 강동구 구천면로24길 24,37.53974258,127.1257882
오페라노래방,오락,노래방,강동구,서울특별시 강동구 천호옛길 95,37.53729301,127.1259639
하트노래연습장,오락,노래방,송파구,서울특별시 송파구 문정로4길 28,37.48377116,127.1261129
야후노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 741,37.54752145,127.1261614
도레미노래방,오락,노래방,송파구,서울특별시 송파구 송이로17길 50-27,37.50068466,127.1261872
올바노래방,오락,노래방,강동구,서울특별시 강동구 천호대로158길 35,37.53588916,127.1262066
오디션노래방,오락,노래방,송파구,서울특별시 송파구 충민로 81-14,37.48024956,127.1263235
건영노래방,오락,노래방,송파구,서울특별시 송파구 새말로8길 6,37.48220495,127.1263346
팡팡노래방,오락,노래방,강동구,서울특별시 강동구 구천면로23길 6,37.54099096,127.1264526
윙크노래방,오락,노래방,송파구,서울특별시 송파구 새말로8길 30,37.48012568,127.1266302
윙크,오락,노래방,송파구,서울특별시 송파구 새말로8길 30,37.48012568,127.1266302
방방노래연습장,오락,노래방,강동구,서울특별시 강동구 천호옛14길 23-5,37.53630713,127.1266769
sbs노래방,오락,노래방,강동구,서울특별시 강동구 상암로 27,37.55062549,127.1267589
쥬얼리노래방,오락,노래방,강동구,서울특별시 강동구 천호대로157길 15,37.53859645,127.1267634
아하노래연습장,오락,노래방,강동구,서울특별시 강동구 천호대로157길 17,37.53859787,127.1269557
럭셔리수노래방천호점,오락,노래방,강동구,서울특별시 강동구 올림픽로70길 61,37.5393909,127.1269691
화이트엔젤秀노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로70길 61,37.53944571,127.1270703
발리노래연습장,오락,노래방,강동구,서울특별시 강동구 풍성로37가길 17,37.53329311,127.1272891
나이스노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 775,37.55037715,127.1272937
꿈의궁전노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 777,37.55050404,127.1273941
미락노래연습장,오락,노래방,강동구,서울특별시 강동구 천호옛12길 55,37.53480835,127.1274865
궁전노래연습장,오락,노래방,송파구,서울특별시 송파구 새말로 120,37.4827272,127.1275045
로데오하마노래연습장,오락,노래방,강동구,서울특별시 강동구 천호대로157길 24,37.53873711,127.1275086
악쓰는하마노래방,오락,노래방,강동구,서울특별시 강동구 천호대로157길 24,37.53873711,127.1275086
코인노래,오락,노래방,강동구,서울특별시 강동구 천호대로157길 26,37.53882738,127.1275302
개구리노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 770,37.54977601,127.1276402
사계절노래방,오락,노래방,강동구,서울특별시 강동구 천호대로162길 71,37.53373785,127.1277252
궁전노래방,오락,노래방,송파구,서울특별시 송파구 새말로 122,37.48271085,127.1277308
치카치카노래방,오락,노래방,강동구,서울특별시 강동구 천호대로162길 63,37.53406312,127.1278459
야후노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 778,37.55039068,127.1279047
갤러리노래방,오락,노래방,강동구,서울특별시 강동구 천호대로157길 54,37.54002001,127.1279689
탈렌트노래방,오락,노래방,송파구,서울특별시 송파구 위례성대로20길 10,37.51048371,127.1280185
공간노래연습장,오락,노래방,강동구,서울특별시 강동구 풍성로37가길 32,37.5329022,127.1280405
다모아노래방,오락,노래방,강동구,서울특별시 강동구 올림픽로 776,37.55117662,127.1281784
풀코인노래연습장,오락,노래방,강동구,서울특별시 강동구 상암로 44,37.54963662,127.1282869
와우노래방,오락,노래방,강동구,서울특별시 강동구 구천면로 213,37.5407433,127.1282999
우리노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로98길 7,37.55142247,127.1285264
마돈나노래방,오락,노래방,강동구,서울특별시 강동구 구천면로 215,37.54065487,127.1285273
킹노래연습장,오락,노래방,강동구,서울특별시 강동구 상암로 48,37.54950397,127.128628
VIP노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로 804,37.55271254,127.1287378
K2노래방,오락,노래방,송파구,서울특별시 송파구 마천로8길 23,37.50651555,127.128766
썬노래방,오락,노래방,강동구,서울특별시 강동구 상암로11길 4,37.54990174,127.1288044
체리노래연습장,오락,노래방,송파구,서울특별시 송파구 새말로 134,37.48297113,127.1288133
원노래방,오락,노래방,강동구,서울특별시 강동구 구천면로 216,37.54035071,127.128825
앵콜노래연습장,오락,노래방,강동구,서울특별시 강동구 올림픽로98길 15,37.55134464,127.1289687
축제노래방,오락,노래방,송파구,서울특별시 송파구 마천로 79-7,37.5076547,127.1292843
월드노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 15,37.53968741,127.1292967
신나는노래방,오락,노래방,강동구,서울특별시 강동구 천중로 68,37.54477927,127.1294185
팡팡노래연습실,오락,노래방,송파구,서울특별시 송파구 새말로 143,37.4839497,127.1295482
해피데이,오락,노래방,송파구,서울특별시 송파구 새말로 157,37.4848772,127.1306908
에이스노래연습장,오락,노래방,강동구,서울특별시 강동구 천호대로 1074,37.53604961,127.1308552
방방노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 238,37.54167222,127.1308579
25시노래방,오락,노래방,강동구,서울특별시 강동구 구천면로 245,37.54227613,127.1308848
장미노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 247-1,37.54258396,127.1310849
당신노래방,오락,노래방,강동구,서울특별시 강동구 양재대로89길 80,37.52762803,127.1313037
노래방,오락,노래방,강동구,서울특별시 강동구 성안로13길 20,37.53159293,127.1313369
삼성노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 250,37.54250545,127.1314366
25시노래방,오락,노래방,강동구,서울특별시 강동구 구천면로34길 6,37.54233476,127.1315065
천사노래방,오락,노래방,강동구,서울특별시 강동구 상암로 78,37.54824585,127.1315284
마당노래연습장,오락,노래방,강동구,서울특별시 강동구 천중로 90,37.54447233,127.1317872
축제노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로89길 61,37.52717444,127.1321122
우리노래방,오락,노래방,강동구,서울특별시 강동구 상암로 83,37.54817075,127.1323441
신바람노래연습장,오락,노래방,강동구,서울특별시 강동구 암사길 27-1,37.55186567,127.1324258
짱노래방,오락,노래방,강동구,서울특별시 강동구 상암로 85,37.54813554,127.1324577
엘지노래방,오락,노래방,강동구,서울특별시 강동구 천호대로170길 33,37.53389331,127.1329282
도레미노래방,오락,노래방,강동구,서울특별시 강동구 천호대로170길 27,37.53402953,127.1330737
천궁,오락,노래방,강동구,서울특별시 강동구 구천면로41길 13,37.54641974,127.1331679
올레노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로46길 42,37.494439,127.1333506
락휴노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로85길 24,37.52468786,127.1333855
스타노래연습장,오락,노래방,강동구,서울특별시 강동구 진황도로27길 90,37.54218689,127.1334546
악쓰는하마노래방,오락,노래방,송파구,서울특별시 송파구 동남로18길 31,37.49380063,127.1335389
코코노래방,오락,노래방,강동구,서울특별시 강동구 양재대로81길 8,37.5228697,127.1336554
동네노래방,오락,노래방,강동구,서울특별시 강동구 암사길 40,37.55172214,127.1337403
스카이노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로34길 48,37.54237858,127.1337918
울랄라노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 297,37.54640704,127.1338923
신바람,오락,노래방,송파구,서울특별시 송파구 동남로18길 35,37.49347033,127.1339612
수노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로46길 30,37.49512104,127.1342022
썬노래방,오락,노래방,강동구,서울특별시 강동구 구천면로 305,37.54697789,127.1343271
비타민노래방,오락,노래방,송파구,서울특별시 송파구 오금로46길 28,37.49525718,127.1343364
씽씽노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1319,37.52419085,127.1344207
청개구리노래연습장,오락,노래방,강동구,서울특별시 강동구 상암로 105,37.54729439,127.1344819
월드컵노래짱,오락,노래방,강동구,서울특별시 강동구 양재대로89길 13,37.52649043,127.134677
정화노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 313,37.54767513,127.1347943
에스비에스노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로46길 22,37.49568454,127.134863
오디션노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1335,37.52557292,127.1348913
쿨노래연습장,오락,노래방,송파구,서울특별시 송파구 마천로15길 2,37.5049928,127.1349026
SKY노래방,오락,노래방,강동구,서울특별시 강동구 풍성로 209,37.52934076,127.1350853
제이노래연습장,오락,노래방,강동구,서울특별시 강동구 상암로23길 41,37.54894816,127.1351418
올래노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로91길 16,37.52796351,127.135271
KAJA노래연습장,오락,노래방,강동구,서울특별시 강동구 풍성로58길 20,37.5281261,127.1353256
고래고래노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로44가길 8,37.49730996,127.1353418
비발디,오락,노래방,송파구,서울특별시 송파구 동남로20길 50-37,37.49257077,127.1353964
앵콜노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로46길 17,37.49576101,127.1354615
친구,오락,노래방,송파구,서울특별시 송파구 마천로 143,37.50460968,127.1354951
즐거운노래방,오락,노래방,강동구,서울특별시 강동구 고덕로20가길 29,37.55412325,127.1355573
MBC노래방,오락,노래방,강동구,서울특별시 강동구 풍성로 216,37.52890301,127.1355995
매너짱,오락,노래방,송파구,서울특별시 송파구 마천로 145,37.50456554,127.1356201
나투노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로46길 10,37.49644824,127.1357928
MBC,오락,노래방,송파구,서울특별시 송파구 마천로 149,37.50441544,127.1360403
가야노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로103길 29,37.53317755,127.136082
우리노래연습장,오락,노래방,강동구,서울특별시 강동구 고덕로 100,37.55453399,127.1362769
황제노래방,오락,노래방,강동구,서울특별시 강동구 천호대로176길 9,37.53393645,127.1363561
유성노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 339,37.54948182,127.1366521
대월노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 98,37.53571692,127.1370937
수노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1376,37.52878837,127.1371735
부킹노래방,오락,노래방,강동구,서울특별시 강동구 천호대로 1135,37.5346226,127.1377739
현대노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 103,37.53571303,127.1377953
별밤지기노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1396,37.53064018,127.1378084
스타노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1404,37.53125408,127.137971
퍼즐노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 105,37.53553515,127.1381141
킹,오락,노래방,송파구,서울특별시 송파구 마천로 184,37.50281653,127.1391916
티파니노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1463-1,37.53660648,127.139222
쟁반노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1448,37.53506638,127.1393189
솔로몬노래연습장,오락,노래방,강동구,서울특별시 강동구 천중로44길 40,37.53942894,127.1395177
M.B.C노래방,오락,노래방,강동구,서울특별시 강동구 양재대로115길 7,37.53855606,127.1396748
두리,오락,노래방,강동구,서울특별시 강동구 양재대로 1462,37.53622293,127.1397582
로미오,오락,노래방,강동구,서울특별시 강동구 양재대로 1466,37.53675525,127.1398539
동행노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1470,37.53700786,127.1398963
엔젤,오락,노래방,송파구,서울특별시 송파구 마천로 192,37.50242545,127.1399312
킹스타일노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1474,37.53730609,127.1400173
영심노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1491,37.53889255,127.140101
파도노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1488,37.53859869,127.1405796
솔로몬노래연습장,오락,노래방,강동구,서울특별시 강동구 진황도로47길 68,37.53760041,127.14084
갤럭시노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1504,37.53991766,127.141051
sbs노래방,오락,노래방,강동구,서울특별시 강동구 천호대로 1172,37.53350563,127.1415319
썬노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 159,37.53192229,127.1418782
장원노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 166,37.5313817,127.1418844
장희빈노래방,오락,노래방,강동구,서울특별시 강동구 양재대로116길 28,37.53822073,127.1418852
소리사랑노래연습장,오락,노래방,강동구,서울특별시 강동구 진황도로 170,37.53091475,127.1421047
전국노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 178,37.53034034,127.1424167
마당노래방,오락,노래방,강동구,서울특별시 강동구 진황도로49길 49,37.53498155,127.142522
SBS노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1550,37.54388423,127.1425559
하트노래방,오락,노래방,송파구,서울특별시 송파구 오금로 481,37.49416461,127.1426722
방방노래방,오락,노래방,강동구,서울특별시 강동구 고덕로38길 53,37.55223829,127.1427318
SBS노래연습장,오락,노래방,강동구,서울특별시 강동구 천중로 203,37.54105622,127.1427353
호박노래방,오락,노래방,강동구,서울특별시 강동구 양재대로147길 18,37.55244774,127.143035
모아노래방,오락,노래방,송파구,서울특별시 송파구 오금로 490,37.49339272,127.1430882
알라딘노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로143길 13,37.55142128,127.1431372
짱노래방,오락,노래방,강동구,서울특별시 강동구 양재대로145길 13,37.55179994,127.1431669
구찌노래방,오락,노래방,송파구,서울특별시 송파구 오금로 487,37.49390693,127.1431728
플러스노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1570,37.54565517,127.1432259
썸노래방,오락,노래방,강동구,서울특별시 강동구 천중로 208,37.54071746,127.1432371
짱노래방,오락,노래방,강동구,서울특별시 강동구 양재대로128길 14,37.54477385,127.1434623
궁노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로145길 7,37.55179322,127.1434838
일번출구,오락,노래방,송파구,서울특별시 송파구 오금로 491,37.49372002,127.1434916
지성노래방,오락,노래방,강동구,서울특별시 강동구 양재대로143길 5,37.55139761,127.1436015
악쓰는하마,오락,노래방,강동구,서울특별시 강동구 양재대로 1629,37.55104656,127.1436508
희노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1594,37.54767714,127.1437233
파랑새노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1631,37.5512365,127.1437505
로데오노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1633,37.55140785,127.1437712
와노래방,오락,노래방,강동구,서울특별시 강동구 양재대로 1637,37.55170542,127.1438017
좋은노래연습장,오락,노래방,강동구,서울특별시 강동구 천중로 211,37.54096499,127.1438227
제이노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로128길 20,37.54467745,127.1438368
스타,오락,노래방,송파구,서울특별시 송파구 오금로 498,37.49298392,127.1438731
엔젤노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로59길 5,37.49394814,127.1438848
쟁반노래연습장,오락,노래방,강동구,서울특별시 강동구 천중로52길 27,37.53955119,127.1439407
힐링노래연습장,오락,노래방,강동구,서울특별시 강동구 천중로52길 27,37.53955119,127.1439407
ABC노래연습실,오락,노래방,송파구,서울특별시 송파구 마천로 235,37.49994078,127.1439634
오디션노래연습장,오락,노래방,강동구,서울특별시 강동구 명일로13길 8,37.53408313,127.1441277
오디션,오락,노래방,강동구,서울특별시 강동구 명일로13길 8,37.53408313,127.1441277
싸이노래연습장,오락,노래방,송파구,서울특별시 송파구 성내천로 142,37.49895985,127.1441329
SBS노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로 1626,37.55066381,127.1443003
스타노래방,오락,노래방,강동구,서울특별시 강동구 양재대로134길 14,37.5475642,127.1443018
카네기노래방,오락,노래방,강동구,서울특별시 강동구 상암로47길 77,37.54999709,127.1443079
쥬얼리노래방,오락,노래방,강동구,서울특별시 강동구 진황도로 209-5,37.5278317,127.1443915
태양노래연습장,오락,노래방,강동구,서울특별시 강동구 명일로 165,37.53374272,127.1444031
짝노래연습장,오락,노래방,강동구,서울특별시 강동구 명일로 167,37.53388787,127.1445373
자유인노래연습장,오락,노래방,강동구,서울특별시 강동구 양재대로128길 36,37.54448555,127.1447104
자유인,오락,노래방,강동구,서울특별시 강동구 양재대로128길 36,37.54448555,127.1447104
명보노래연습장,오락,노래방,강동구,서울특별시 강동구 상암로47길 90,37.5504507,127.1447328
수노래방,오락,노래방,강동구,서울특별시 강동구 천중로 222,37.54054957,127.1449364
앵콜,오락,노래방,강동구,서울특별시 강동구 상암로 201,37.54665003,127.1449799
쏠래,오락,노래방,송파구,서울특별시 송파구 양산로10길 10,37.49225518,127.1452724
이브,오락,노래방,송파구,서울특별시 송파구 거마로 16,37.49444515,127.1453266
행운노래연습장,오락,노래방,송파구,서울특별시 송파구 거마로 20,37.49474289,127.1453798
러브송,오락,노래방,강동구,서울특별시 강동구 명일로 199,37.53659819,127.1455247
러브송노래방,오락,노래방,강동구,서울특별시 강동구 명일로 199,37.53659819,127.1455247
만남노래방,오락,노래방,강동구,서울특별시 강동구 양재대로124길 65,37.54246555,127.1457293
가자노래연습장,오락,노래방,강동구,서울특별시 강동구 명일로 200,37.53653798,127.1459214
신로또,오락,노래방,송파구,서울특별시 송파구 마천로 264,37.49807326,127.1461335
킹,오락,노래방,송파구,서울특별시 송파구 오금로 517,37.49310971,127.1463144
에스비에스,오락,노래방,송파구,서울특별시 송파구 오금로 519,37.49309308,127.1465068
미소노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 434,37.54986923,127.1465615
SBS노래방,오락,노래방,강동구,서울특별시 강동구 명일로 243,37.54042743,127.146737
에스비에스노래연습장,오락,노래방,강동구,서울특별시 강동구 명일로 243,37.54042743,127.146737
악쓰는하마노래방,오락,노래방,강동구,서울특별시 강동구 명일로 249,37.54093288,127.1468557
아리수노래연습장,오락,노래방,송파구,서울특별시 송파구 오금로 526,37.49276404,127.1471099
앵콜,오락,노래방,송파구,서울특별시 송파구 오금로 527,37.49305391,127.1473215
판테온노래방,오락,노래방,송파구,서울특별시 송파구 오금로 530,37.49274077,127.1476304
영노래방,오락,노래방,송파구,서울특별시 송파구 오금로 532,37.49275157,127.147879
에이스,오락,노래방,송파구,서울특별시 송파구 마천로41길 5,37.49732171,127.1481211
팡팡,오락,노래방,송파구,서울특별시 송파구 거마로24길 5,37.49988125,127.1481939
하나노래연습장,오락,노래방,송파구,서울특별시 송파구 마천로39길 21,37.49942215,127.1482556
파랑새노래방,오락,노래방,강동구,서울특별시 강동구 명일로 286,37.54320725,127.1486178
금강산노래방,오락,노래방,송파구,서울특별시 송파구 마천로41길 22,37.49692037,127.1499465
신세대노래방,오락,노래방,송파구,서울특별시 송파구 마천로51길 19,37.49669132,127.1519282
미소노래방,오락,노래방,송파구,서울특별시 송파구 마천로 333-1,37.49379971,127.15204
산울노래연습장,오락,노래방,송파구,서울특별시 송파구 성내천로 223,37.4997413,127.1525383
킹노래연습장,오락,노래방,강동구,서울특별시 강동구 구천면로 490,37.54903085,127.1527615
sbs노래방,오락,노래방,송파구,서울특별시 송파구 마천로 349,37.49279806,127.1530918
악쓰는하마,오락,노래방,강동구,서울특별시 강동구 아리수로64길 40,37.56034653,127.1537992
쿨,오락,노래방,송파구,서울특별시 송파구 성내천로 260,37.49737273,127.1539675
팡팡노래연습장,오락,노래방,강동구,서울특별시 강동구 동남로81길 34,37.56016445,127.1547973
오로라노래연습장,오락,노래방,강동구,서울특별시 강동구 동남로73길 23,37.55256082,127.1549737
MBC노래방,오락,노래방,강동구,서울특별시 강동구 동남로75길 19,37.55412097,127.1551598
산까치,오락,노래방,송파구,서울특별시 송파구 성내천로 296,37.49428247,127.1552802
마천노래방,오락,노래방,송파구,서울특별시 송파구 성내천로 302,37.49385989,127.1554094
룰라코인노래연습장,오락,노래방,강동구,서울특별시 강동구 동남로75길 13-21,37.55331211,127.1554519
배짱이노래연습장,오락,노래방,강동구,서울특별시 강동구 동남로73길 9,37.5525199,127.1555514
팡팡노래연습장,오락,노래방,강동구,서울특별시 강동구 동남로82길 115,37.56042305,127.1632722
카카오쏭노래방,오락,노래방,강동구,서울특별시 강동구 고덕로83길 18,37.55796673,127.1688796
포커스노래방,오락,노래방,강동구,서울특별시 강동구 고덕로 391,37.5572194,127.1689559
핑크노래연습장,오락,노래방,강동구,서울특별시 강동구 상일로15길 34,37.55821287,127.1692844
신나는노래방,오락,노래방,강동구,서울특별시 강동구 상일로 163,37.56157138,127.1702205
스타노래연습장,오락,노래방,강동구,서울특별시 강동구 천호대로219길 10,37.54643609,127.1705694
21세기,오락,노래방,강동구,서울특별시 강동구 구천면로 662,37.55073999,127.1714045
세시봉노래연습장,오락,노래방,강동구,서울특별시 강동구 상일로 39-12,37.55063513,127.1718696
짱노래연습장,오락,노래방,강동구,서울특별시 강동구 상일로 31-1,37.5499293,127.1727262
K-POP노래연습장,오락,노래방,강동구,서울특별시 강동구 상일로 27-1,37.54956029,127.1727869
소리모아노래연습장,오락,노래방,강동구,서울특별시 강동구 상일로 25,37.5492994,127.1728464
슈퍼스타노래연습장,오락,노래방,강동구,서울특별시 강동구 아리수로93길 33-9,37.56571893,127.1731742
오페라노래연습장,오락,노래방,강동구,서울특별시 강동구 아리수로93길 33,37.56589257,127.1735232
키즈카페,유아교육,놀이방,양천구,서울특별시 양천구 목동동로 257,37.52714654,126.8746818
파라곤키즈룸,유아교육,놀이방,양천구,서울특별시 양천구 목동서로 155,37.5299884,126.8750577
키즈놀이방,유아교육,놀이방,동작구,서울특별시 동작구 서달로12길 46,37.50587938,126.9629957
키즈존,유아교육,놀이방,용산구,서울특별시 용산구 녹사평대로 150,37.53244598,126.9904615
키즈빌,유아교육,놀이방,강남구,서울특별시 강남구 언주로30길 13,37.4881358,127.0506614
키즈놀이방,유아교육,놀이방,송파구,서울특별시 송파구 가락로21길 4-12,37.50343331,127.111746
금호놀이방,유아교육,놀이방,양천구,서울특별시 양천구 남부순환로56길 9,37.53161196,126.8297992
발산대우주놀이방,유아교육,놀이방,강서구,서울특별시 강서구 강서로45길 138,37.5513517,126.8314259
대우주놀이방,유아교육,놀이방,강서구,서울특별시 강서구 화곡로13길 107,37.54447911,126.8316576
초록별놀이방,유아교육,놀이방,강서구,서울특별시 강서구 강서로45다길 30-27,37.54524598,126.8335807
Kids놀이방,유아교육,놀이방,강서구,서울특별시 강서구 화곡로 132,37.54029261,126.8365547
마미아이뜰놀이방,유아교육,놀이방,구로구,서울특별시 구로구 경인로8길 64,37.49121957,126.8381305
수잔나놀이방,유아교육,놀이방,강서구,서울특별시 강서구 강서로15길 24,37.5324528,126.8447322
상상놀이,유아교육,놀이방,강서구,서울특별시 강서구 양천로 431,37.56425613,126.8499461
이솝놀이방,유아교육,놀이방,양천구,서울특별시 양천구 신정중앙로12길 17,37.52606711,126.8542547
동원놀이방,유아교육,놀이방,양천구,서울특별시 양천구 오목로35길 16-2,37.52639767,126.8558223
목동샛별놀이방,유아교육,놀이방,양천구,서울특별시 양천구 목동서로 400,37.51829821,126.8587061
엄마랑놀이방,유아교육,놀이방,강서구,서울특별시 강서구 곰달래로 266,37.53205743,126.8624791
파워팡팡,유아교육,놀이방,강서구,서울특별시 강서구 양천로 683,37.55095581,126.8722528
새하늘놀이방,유아교육,놀이방,구로구,서울특별시 구로구 구일로4길 46,37.49322184,126.8765254
스마일놀이방,유아교육,놀이방,구로구,서울특별시 구로구 구로동로43길 10,37.49666046,126.8818682
병아리놀이방,유아교육,놀이방,영등포구,서울특별시 영등포구 선유로9길 31,37.51689118,126.8849713
두산놀이방,유아교육,놀이방,금천구,서울특별시 금천구 가산로 99,37.47624055,126.8921556
모아래놀이방,유아교육,놀이방,금천구,서울특별시 금천구 시흥대로47길 28-11,37.45042002,126.9002558
청담몬테소리놀이방,유아교육,놀이방,영등포구,서울특별시 영등포구 당산로42길 16,37.52940075,126.9006811
아기나라놀이방,유아교육,놀이방,마포구,서울특별시 마포구 월드컵로31길 77,37.5597693,126.9010613
우방놀이방,유아교육,놀이방,은평구,서울특별시 은평구 증산로3길 26-1,37.58157847,126.9024731
곤지곤지놀이방,유아교육,놀이방,마포구,서울특별시 마포구 월드컵북로 235,37.56878272,126.9033287
곤지곤지놀이방,유아교육,놀이방,마포구,서울특별시 마포구 월드컵북로 260,37.56878272,126.9033287
물빛사랑놀이방,유아교육,놀이방,금천구,서울특별시 금천구 시흥대로40마길 23-1,37.44752436,126.90865
무림어린이집,유아교육,놀이방,동작구,서울특별시 동작구 신대방13길 1,37.48920782,126.9097174
무지개놀이방,유아교육,놀이방,마포구,서울특별시 마포구 성미산로2길 23,37.55733747,126.9099139
월드빌연서놀이방,유아교육,놀이방,은평구,서울특별시 은평구 증산로 333,37.58622272,126.9116554
예랑놀이방,유아교육,놀이방,은평구,서울특별시 은평구 증산로21가길 5-2,37.59658053,126.9131692
또래놀이방,유아교육,놀이방,금천구,서울특별시 금천구 금하로 793,37.45221085,126.9185618
벽산에덴놀이방,유아교육,놀이방,금천구,서울특별시 금천구 금하로 816,37.44807732,126.9188135
삼두어린이집,유아교육,놀이방,영등포구,서울특별시 영등포구 여의대방로59길 16-17,37.51455251,126.9242689
대림삐아제놀이방,유아교육,놀이방,동작구,서울특별시 동작구 여의대방로 250,37.50873386,126.9244994
대림삐아제놀이방,유아교육,놀이방,동작구,서울특별시 동작구 여의대방로44길 10,37.50790495,126.9254954
엔젤놀이방,유아교육,놀이방,동작구,서울특별시 동작구 대방동길 20,37.50118696,126.9278988
천사놀이방,유아교육,놀이방,서대문구,서울특별시 서대문구 연희로 38-20,37.56208539,126.9285548
예쁜무지개놀이방,유아교육,놀이방,은평구,서울특별시 은평구 은평로16길 22-6,37.59949525,126.9294227
지혜놀이방,유아교육,놀이방,관악구,서울특별시 관악구 봉천로13길 29-32,37.49061311,126.9303794
금호놀이방,유아교육,놀이방,마포구,서울특별시 마포구 서강로9길 17,37.55258336,126.9319729
아이보리놀이방,유아교육,놀이방,관악구,서울특별시 관악구 봉천로 331-8,37.48572266,126.937618
